1932,87.1,86.1,78.6,79.3,79.2,84.8,97.2,110,175,176,253,242,331,308,510,578,505,450,438,393,297,237,203,178,158,133,115,104,101,94.2,92.7,88.5,94.3,77.5,70.5,64.7
1933,64.8,64.5,60,61.3,61.9,64.8,63,82.3,88.8,127,152,241,359,383,527,625,454,569,435,380,300,250,250,200,161,152,119,103,93.7,86.3,82.1,75.6,82.4,82.6,82.3,85.9
1934,69.7,62.9,63.8,69.1,92.4,81.1,80.7,86.6,115,160,232,368,393,388,541,711,999,912,776,645,606,453,390,281,211,175,145,129,117,111,97.5,88.6,86.9,88.4,80.4,78.4
1935,71.1,69.7,67.8,66,65.7,67.1,72.7,80.4,109,99.6,149,262,334,511,364,594,615,508,559,572,427,394,293,210,172,141,122,110,106,95,95.2,85.1,77.1,78.2,70.5,71.8
1936,66.1,64.7,61.2,59.5,61.6,58.8,56.5,58.4,67.7,100,178,212,207,408,557,557,529,378,367,274,239,169,176,154,126,112,98.9,81.9,77.7,85,77.6,70.3,67.2,64.4,58.7,55.6
1937,54,52.4,52.4,53.8,51.7,52.5,53.1,54.9,60,90.6,111,116,239,302,307,316,407,329,290,277,221,174,134,138,131,102,85.2,77.5,66.8,65.8,61.6,59.1,57.2,48.5,44.9,54.1
1938,54.7,53,55.9,54.2,54.7,67.3,62.3,55.2,55,107,197,227,355,428,339,307,236,243,231,206,199,167,160,141,107,88.4,76.5,74.7,67.9,61.3,55.2,49.5,48.6,44.9,45.5,45.2
1939,43.7,44.1,44.1,44.9,45,46.4,44.6,46.9,73.7,89.2,132,115,348,465,350,350,329,302,277,257,237,197,177,135,119,97.5,81.6,77.8,71.2,68.3,68.1,63.8,60.6,56.7,49.6,49
1940,48.5,49.7,48.7,49.7,48.1,57.6,56.8,57.7,61.4,89.4,137,221,242,203,344,452,503,461,343,273,250,219,175,138,124,98.6,87.4,81,91.7,96,91.5,80.1,70.9,68.2,60.6,57.1
1941,60.3,58.4,57.1,57.7,59.7,64.5,79.4,112,160,158,307,462,514,551,774,741,610,515,418,311,269,256,204,163,139,122,87.9,102,96,88.5,87.7,89.8,85.6,83,82.4,74.3
1942,67.2,62.2,61.8,59.3,54.4,52.3,71.6,116,146,236,235,257,435,585,515,576,697,628,550,464,364,271,228,188,158,126,105,93.5,84.2,76.7,71.6,68.7,66.9,57.4,52.9,46
1943,,,,,,,,,63.5,78.5,157,176,239,326,407,407,519,506,604,560,447,308,,,,,,,,,,,,,,
1944,77.5,72.4,68.5,66.6,65.7,67,70.5,88.5,113,128,145,237,343,348,342,355,,,,310,255,229,198,147,130,115,94.8,85.6,80.5,78.7,,,,,,
1945,63.6,63.6,59.1,55.3,54.1,60,60,61.4,94.2,,,319,298,369,435,487,515,596,486,413,335,252,233,194,153,134,112,103,95.9,92.2,85.7,84.9,82.4,75.6,76.4,72.6
1946,71.3,67.2,65.7,67.3,68.9,73.6,73.9,84.9,97.4,221,366,517,466,551,588,633,520,450,442,364,343,301,228,174,153,141,126,114,97.8,94,98.9,101,93.5,89.7,88.9,84
1947,82.9,77,75.4,72.2,68.8,69.4,75.9,90.4,109,137,209,196,185,344,411,490,402,368,357,369,303,240,199,174,149,135,108,91.9,89.5,87.3,126,96.2,88.5,85,77,71.5
1948,74.7,71.5,68.6,64.3,66.5,65.5,66,74.3,91.1,128,188,425,606,525,609,641,704,615,744,625,516,377,298,230,190,150,127,116,105,96.2,88.6,82.6,78.4,76.8,75.6,69
1949,64.6,65.7,67.9,63,60.7,61,74.1,69.6,85,153,203,292,462,614,654,612,684,814,755,573,458,349,280,245,193,156,134,122,110,103,97.6,88.4,83.4,75.5,68.3,69.4
1950,67.3,66.4,66,62,58.8,61.7,68.1,78.2,79.7,95.4,119,130,272,439,363,541,441,398,377,310,248,229,212,169,133,121,103,90.9,84.9,79.2,74.9,71.9,70.4,67.3,61.4,58.5
1951,52.8,54.5,55.3,51,52.2,47.2,55.3,61.1,86.9,137,153,173,204,292,502,421,305,352,366,389,346,291,211,167,132,116,103,120,150,136,156,165,120,107,96.3,90.4
1952,80.9,79.4,76.7,76.5,80.1,77,80.8,81.3,108,185,403,509,487,508,642,653,768,791,727,726,581,508,369,289,224,179,149,131,116,105,96.2,88.7,84.5,82.3,75.9,69.9
1953,68.7,67.2,63.3,63.2,61.4,75.4,138,96.5,113,108,171,282,522,661,562,758,735,617,633,438,340,278,234,201,174,151,124,115,113,105,96.6,90.7,101,93.9,87.1,82.4
1954,81.2,76.9,74.4,72.6,70.8,69.9,66.4,91,136,204,265,421,449,461,481,670,536,427,598,547,468,481,371,249,210,174,145,124,110,99.6,91.3,84,77.9,73.1,70.5,66.1
1955,63.1,62,59.4,57.5,58.6,58.3,60.9,80.6,81.1,113,157,147,286,337,391,507,576,500,387,306,277,290,255,177,141,120,103,91.7,83.7,78.2,74.1,71.9,70,67.1,63.3,63.1
1956,53.8,56.8,53,52.7,51.5,44.7,62.7,70.3,67.1,114,227,319,403,429,499,498,379,422,538,465,339,240,219,187,160,127,114,99,86.1,81,74,68.3,68.5,61.7,57.5,53.8
1957,55.2,52.5,50.5,47.3,46.3,45.5,48.3,57.9,74.1,74,108,118,149,161,234,359,398,345,325,261,191,172,185,142,116,97.6,88.6,82.4,82.2,75.5,69.7,74.6,65.7,64.9,60,58.8
1958,56.7,54.7,54.7,53.3,52.6,59.1,68.9,84.4,127,194,401,452,534,479,463,611,845,838,889,748,520,430,296,253,202,170,142,123,108,99,93.2,82,78.9,80,78.2,70.7
